id,adult,overview,popularity,release_date,title,vote_average,vote_count,character,actor_name,crew_id,name_genres,keyword_name,tags
169,FALSE,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",11.736241,11/20/1990,Predator 2,6,743,The Predator,Kevin Peter Hall,2042,"Action, Science Fiction, Thriller","extraterrestrial technology, invisible, los angeles, predator, war on drugs","Action, Science Fiction, Thriller, extraterrestrial technology, invisible, los angeles, predator, war on drugs"
170,FALSE,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",17.656951,10/31/2002,28 Days Later,7.1,1816,Jim,Cillian Murphy,2034,"Horror, Science Fiction, Thriller","animal research, brutality, church, daughter, epidemic, gas station, hospital, laboratory, london england, manchester city, military, rage, submachine gun, survivor, taxi, violence, virus, waking from coma, zombie","Horror, Science Fiction, Thriller, animal research, brutality, church, daughter, epidemic, gas station, hospital, laboratory, london england, manchester city, military, rage, submachine gun, survivor, taxi, violence, virus, waking from coma, zombie"
171,FALSE,The second film from the Le Boum series about a young French teenage girl who after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,4.964833,12/8/1982,The Party 2,6.3,134,Fran̤ois Beretton,Claude Brasseur,1961,Comedy,"celebration, daughter, first time, holiday, mother daughter relationship, parent child relationship, paris, puberty, teenage crush, train, wedding, youth","Comedy, celebration, daughter, first time, holiday, mother daughter relationship, parent child relationship, paris, puberty, teenage crush, train, wedding, youth"
172,FALSE,Capt. Kirk and his crew must deal with Mr. Spock's half brother who kidnaps three diplomats and hijacks the Enterprise in his obsessive search for God.,12.308007,6/9/1989,Star Trek V: The Final Frontier,5.6,384,Captain James T. Kirk,William Shatner,1748,"Action, Adventure, Science Fiction, Thriller","federation, hostage, klingon, liberation of hostage, loss of brother, romulans, self sacrifice, sha-ka-ree, space opera, starfleet, uss enterprise-a, vulcan","Action, Adventure, Science Fiction, Thriller, federation, hostage, klingon, liberation of hostage, loss of brother, romulans, self sacrifice, sha-ka-ree, space opera, starfleet, uss enterprise-a, vulcan"
173,FALSE,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",8.722406,12/23/1954,"20,000 Leagues Under the Sea",6.9,160,Ned Land,Kirk Douglas,2087,"Adventure, Drama, Science Fiction","atlantis, captain, captain nemo, deep sea, diving, diving suit, giant  squid, harpoon, jules verne, ocean, scuba, scuba diving, ship, submarine, underwater, war, war ship","Adventure, Drama, Science Fiction, atlantis, captain, captain nemo, deep sea, diving, diving suit, giant  squid, harpoon, jules verne, ocean, scuba, scuba diving, ship, submarine, underwater, war, war ship"
174,FALSE,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",5.90057,12/5/1991,Star Trek VI: The Undiscovered Country,6.7,421,James Tiberius Kirk,William Shatner,1788,"Action, Adventure, Science Fiction, Thriller","court case, farewell, federation, klingon, peace conference, peace contract, plan, rura penthe, space opera, starfleet, uss enterprise-a","Action, Adventure, Science Fiction, Thriller, court case, farewell, federation, klingon, peace conference, peace contract, plan, rura penthe, space opera, starfleet, uss enterprise-a"
175,FALSE,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques (Jean-Marc Barr) and Enzo (Jean Reno) are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men (he even considers a school of dolphins as his extended family).  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana (Rosanna Arquette), a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.",13.503815,5/11/1988,The Big Blue,7.6,364,Jacques Mayol,Jean-Marc Barr,59,"Adventure, Drama, Romance","apnoe-diving, competition, diving, dolphin, dying and death, father son relationship, friendship, italy, ocean, oxygen, sicily, suicide","Adventure, Drama, Romance, apnoe-diving, competition, diving, dolphin, dying and death, father son relationship, friendship, italy, ocean, oxygen, sicily, suicide"
176,FALSE,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",23.508433,10/1/2004,Saw,7.2,2255,Dr. Lawrence Gordon,Cary Elwes,2127,"Crime, Horror, Mystery","based on short film, bludgeoning, chained, game of death, pistol, sadist, shotgun","Crime, Horror, Mystery, based on short film, bludgeoning, chained, game of death, pistol, sadist, shotgun"
177,FALSE,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,11.184385,9/9/1991,The Fisher King,7.2,346,Jack Lucas,Jeff Bridges,280,"Comedy, Drama","cynic, fantasy, forgiveness, gun rampage, holy grail, homeless person, housebreaking, legend, loss of lover, mental disease, person running amok, self-discovery, sense of guilt, suppressed past, talk show, unsociability, yuppie","Comedy, Drama, cynic, fantasy, forgiveness, gun rampage, holy grail, homeless person, housebreaking, legend, loss of lover, mental disease, person running amok, self-discovery, sense of guilt, suppressed past, talk show, unsociability, yuppie"
178,FALSE,Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,13.155071,7/1/1994,Blown Away,6,126,"James ""Jimmy"" Dove",Jeff Bridges,2042,"Action, Drama, Thriller","anarchist, belfast, blast, bomb attack, bomb planting, boston, capsized ship, computer, concert, explosion, fireworks, flashback, headphones, human bomb, irish, orchestra, revenge, roulette wheel, terrorist, violence, wedding","Action, Drama, Thriller, anarchist, belfast, blast, bomb attack, bomb planting, boston, capsized ship, computer, concert, explosion, fireworks, flashback, headphones, human bomb, irish, orchestra, revenge, roulette wheel, terrorist, violence, wedding"
179,FALSE,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.",12.047671,4/8/2005,The Interpreter,6.2,400,Silvia Broome,Nicole Kidman,2226,"Crime, Thriller","africa, assassination, destruction of a civilization, dictator, fbi agent, murder, new york, resistance, resistance fighter, revenge, united nations, witness to murder","Crime, Thriller, africa, assassination, destruction of a civilization, dictator, fbi agent, murder, new york, resistance, resistance fighter, revenge, united nations, witness to murder"
180,FALSE,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",20.666063,6/20/2002,Minority Report,7.1,2663,Chief John Anderton,Tom Cruise,488,"Action, Mystery, Science Fiction, Thriller","dystopia, evidence, future, future noir, hologram, murder, neo-noir, self-fulfilling prophecy, washington d.c.","Action, Mystery, Science Fiction, Thriller, dystopia, evidence, future, future noir, hologram, murder, neo-noir, self-fulfilling prophecy, washington d.c."
182,FALSE,An American journalist played by George Clooney arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover played by Cate Blanchett.,5.290831,12/8/2006,The Good German,5.9,87,Jake Geismar,George Clooney,1884,"Crime, Drama, Mystery, Romance, Thriller, War","allied, berlin, black market, chauffeur, corruption, humanity, love of one's life, missile, murder, nazi background, postwar period, truth, war correspondent","Crime, Drama, Mystery, Romance, Thriller, War, allied, berlin, black market, chauffeur, corruption, humanity, love of one's life, missile, murder, nazi background, postwar period, truth, war correspondent"
183,FALSE,"Corey (Fred Savage) refuses to let his emotionally disturbed younger brother Jimmy (Luke Edwards) be institutionalized, and the two run away together. They soon join forces with a resourceful girl (Jenny Lewis), who notices that Jimmy has a special talent: he is a ""wizard"" at video games and can achieve the high score on absolutely everything he plays. Evading their parents and a sinister bounty hunter, the trio head for a climactic showdown at the national video game championships in California.",5.763954,12/15/1989,The Wizard,6.1,83,Corey Woods,Fred Savage,1213162,"Adventure, Comedy, Drama, Family, Romance","brother, california, competition, nintendo, on the road, road movie, utah, video game","Adventure, Comedy, Drama, Family, Romance, brother, california, competition, nintendo, on the road, road movie, utah, video game"
